PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0007000000 uM,Activity at 0.00160 uM,Activity at 0.00370 uM,Activity at 0.00820 uM,Activity at 0.018 uM,Activity at 0.041 uM,Activity at 0.092 uM,Activity at 0.205 uM,Activity at 0.457 uM,Activity at 1.022 uM,Activity at 2.286 uM,Activity at 5.112 uM,Activity at 11.43 uM,Activity at 25.56 uM,Activity at 57.14 uM,Compound QC
7814,4238586,3233696,CN1C=CC=C1C(=O)N2CCC3(CCN(CC3)CC4=CC=CC=C4OC)CC2,Inactive,0,,,Inactive,,,,,,,,,,4,,2.933,,,-16.18,,-63.73,,-32.36,,-21.55,,-20.56,,-29.45,,2.933,QC'd by Pharmacopeia
7815,11113492,3455,C1CN(CCN1CCCC2=CC=CC=C2)CCOC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,Active,40,,,Inhibitor,25.1189,93.218,,Partial curve; partial efficacy,-4.6,1.7529,0.8007,-85.752,7.466,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-69.32,-7.176,10.48,21.36,9.64,11.97,8.113,20.24,-12.97,-5.326,16.84,14.32,-14.94,-3.932,-39.15,-69.32,QC'd by Tocris
7816,4254377,6367303,C[C@@H]1C2=CC=CC=C2CN3C1=C4C(=C3)C(=O)C5=C(C4=O)C=CC=C5OP(=O)(O)OCC6=CC=CC=C6.[Na],Inconclusive,23,,,Inhibitor,1.9953,50.9505,,Partial curve; partial efficacy,-5.7,4.9549,0.9616,-49.9948,0.9557,-2.2,1 0 0 0 0 0 0,-51.81,48.27,,-2.694,,-3.245,,2.567,,9.076,,-36,,-51.81,,,QC'd by NCI
7817,17385130,3247131,COCCN1C2=C(C=C1C(=O)N3CCCC3)[C@H]4[C@@H](C2)CN([C@@]4(CC5=CC=CC=C5)C(=O)OC)C(=O)C6=CC=CC=C6,Active,42,,,Inhibitor,10,66.261,,Partial curve; high efficacy,-5,4.095,0.9765,-85.663,-19.402,-2.1,1 0 0 0 0 0 0,-85.85,,,29.04,,-18.4,,-27.36,,-13.47,,-18.45,,-61.08,,-85.85,QC'd by UPCMLD
7818,4240068,3235175,C1CC2(CCN(CC2)S(=O)(=O)C3=CC=CC=C3)CN(C1)C4=CC=CC=C4,Active,86,,,Inhibitor,1.5849,81.3322,,Complete curve; high efficacy,-5.8,3.0654,0.9641,-92.0926,-10.7604,-1.1,0 0 0 0 0 0 0,-92.27,,,-1.394,,-25.38,,-13.52,,-6.601,,-75.07,,-90.15,,-92.27,QC'd by Pharmacopeia
7819,4253218,5459265,CC(=O)/C(=N\N=C(N)N)/C1=CC=CC=C1.OS(=O)(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,101.8,-0.4922,,43.17,,81.69,,23.07,,45.4,,5.055,,101.8,,,QC'd by NCI
7820,26752361,16758854,CC1CC2=C(CO1)C3=C(CCN(C3)CCC(C)C)N=C2C4=CC=C(C=C4)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,36.36,11.94,,16.08,,18.24,,39.83,,34.75,,62.69,,36.36,,,QC'd by BUCMLD
7821,11111813,5326412,CCCCCCCCCCCCC/C=C\[C@@H]([C@@H](CO)N)O,Inactive,0,,,Inactive,,,,,,,,,,4,,7.54,-12.17,-23.5,10.61,11.28,-6.681,3.555,-2.827,2.951,36.48,-0.3221,-9.156,8.615,19.03,-0.605,7.54,QC'd by SigmaAldrich
7822,11111013,6093246,CN1CCC2=C3[C@@H]1CC4=C(C3=CC=C2)C(=C(C=C4)OC)O,Inconclusive,20,,,Inhibitor,7.9433,61.76,,Complete curve; partial efficacy; poor fit,-5.1,4.9549,0.7886,-58.292,3.468,-1.4,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0,-67.38,1.215,13.35,-9.621,-65.31,-1.965,8.239,-21.65,-2.542,2.614,0.3237,19.12,23.26,-53.87,-47.74,-67.38,QC'd by SigmaAldrich
7823,4238094,3233205,C1CN(CCN1)C2=NC=C3C(=N2)N(C(=O)C=N3)CC4=CC=CS4,Inactive,0,,,Inactive,,,,,,,,,,4,,1.76,,,-17.76,,-1.199,,-6.156,,-20.47,,7.504,,40.44,,1.76,QC'd by Pharmacopeia
7824,4237609,3232722,C1C[C@@]2(CCN(C2)CC3=CC=NC=C3)CN(C1)C(=O)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F,Active,91,,,Inhibitor,0.1995,109.221,,Complete curve; high efficacy,-6.7,0.7,0.9817,-99.9301,9.2904,-1.1,0 0 0 0 0 0 0,-102.2,,,-0.3326,,1.027,,-38.56,,-59.92,,-79.38,,-91.33,,-102.2,QC'd by Pharmacopeia
7825,4253882,3246502,CC1=CC(=C(C=C1)C)[C@H]2NC3=CC=CC=C3C(=O)N2,Inactive,0,,,Inactive,,,,,,,,,,4,,-33.62,12.86,,16.77,,-3.549,,19.11,,40.9,,-7.484,,-33.62,,,QC'd by NCI
7826,11112932,6604473,CC(C)CCC(=O)O.C[C@]12CCC[C@@H]1[C@H]3[C@H](CC2=O)[C@@]4(CCC(=O)C[C@@H]4CC3=O)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-16.94,-14.73,-13.24,2.054,-23.86,-2.606,27.45,-12.87,-17.15,-10.36,-23.27,-5.771,-15.76,,-16.94,,QC'd by Prestwick
7827,4239566,3234673,COC1=CC2=C(C=C1)NC=C2CCNC3=NC(=NC4=CC=CC=C43)C5=CN=CC=C5,Active,90,,,Inhibitor,0.5012,122.901,,Complete curve; high efficacy,-6.3,0.8,0.9933,-107.012,15.8884,-1.1,1 0 0 0 0 0 0,-104.7,,,30.93,,4.875,,-4.524,,-47.2,,-74.18,,-100.2,,-104.7,QC'd by Pharmacopeia
7828,4252662,226266,CC1=CC=C(C=C1)S(=O)(=O)OCC(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,1.249,-15.86,,3.135,,8.4,,1.377,,6.329,,-3.524,,1.249,,,QC'd by NCI
7829,26750936,16758414,CC1=CC2=C(CCCN2CC/C(=N/OCC[C@@H]3C=C[C@@H]([C@@H](O3)COC(=O)C)OC(=O)C)/C)N=C1C,Inactive,0,,,Inactive,,,,,,,,,,4,,38.82,-29.44,,-31.04,,-10.33,,-26.16,,-15.67,,-33.83,,38.82,,,QC'd by BUCMLD
7830,4254376,356244,CC(C)(CCC1=NC2=CC=CC=C2N1)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-0.4132,12.05,,6.787,,-26.09,,29.95,,-16.02,,43.16,,-0.4132,,,QC'd by NCI
7831,4239064,3234171,CN1C=CC=C1C(=O)N2CCC[C@]3(C2)CCN(C3)C4=NC=CC=N4,Inactive,0,,,Inactive,,,,,,,,,,4,,-28.92,,,-7.044,,26.95,,-0.6986,,-10.1,,2.761,,17.48,,-28.92,QC'd by Pharmacopeia
7832,11112380,1892,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCO,Inactive,0,,,Inactive,,,,,,,,,,4,,33.6,-4.147,2.902,-15.65,19.42,-6.549,10.72,-17.36,-30.48,-15.71,16.73,12.32,30.6,,33.6,,QC'd by Prestwick
7833,11114034,6603905,CCOC(=O)C1=C2[C@H]3CCCN3C(=O)C4=C(N2C=N1)C=CC(=C4)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,27.74,-11.93,-5.746,-15.38,1.769,-14.26,-6.978,-3.032,1.517,-16.16,-2.523,1.1,22.2,-9.144,-6.2,27.74,QC'd by Tocris
7834,11113491,6604721,C1CN(CCN1CCOC(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F)C/C=C\C4=CC=CC=C4,Active,62,,,Inhibitor,7.9433,63.1762,,Complete curve; partial efficacy,-5.1,2.2526,0.8999,-68.0841,-4.9079,-1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-71.49,-6.556,-24.6,-6.255,-11.59,-4.905,0.6164,2.589,-6.532,-2.352,0.4536,-2.479,-16.17,-57.3,-55.17,-71.49,QC'd by Tocris
7835,4238587,3233697,COC1=CC=C(C=C1)OC2=NC=C3C(=N2)N(C(=O)C=N3)C4CC4,Inconclusive,24,,,Inhibitor,0.3162,56.652,,Partial curve; partial efficacy,-6.5,3.132,0.8252,-36.792,19.86,-2.2,0 0 0 0 1 0 0,-56.16,,,23.27,,8.843,,26.24,,-20.55,,14.53,,-19.3,,-56.16,QC'd by Pharmacopeia
7836,17385133,3247226,COC1=CC=C(C=C1)C[C@@]2([C@@H]3[C@@H](CC4=C3C=C(N4CCF)C(=O)N5CCCC5)CN2C(=O)C6=CC=CC=C6)C(=O)OC,Active,42,,,Inhibitor,12.5893,98.513,,Partial curve; high efficacy,-4.9,2.9023,0.9256,-97.3998,1.1132,-2.1,0 0 0 0 0 0 0,-93.69,,,-10.29,,-5.211,,17.63,,-6.149,,12.43,,-47,,-93.69,QC'd by UPCMLD
7837,26752362,16758855,CC1CC2=C(CO1)C3=C(CCN(C3)CCOC4=CC=CC=C4)N=C2C5=CC=CC=C5,Inactive,0,,,Inactive,,,,,,,,,,4,,10.12,7.124,,7.583,,9.903,,33.64,,4.562,,37.63,,10.12,,,QC'd by BUCMLD
7838,4240069,3235176,C1CC1NC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4C(F)(F)F,Inconclusive,20,,,Inhibitor,10,92.2618,,Partial curve; high efficacy; poor fit,-5,4.045,0.767,-78.5992,13.6626,-2.3,1 0 0 0 0 0 0,-80.68,,,-21.66,,-15.28,,-1.948,,20.87,,49.44,,-40.82,,-80.68,QC'd by Pharmacopeia
7839,4237606,3232719,COC1=CC=C(C=C1)C(=O)N2CCC3(CCN(CC3)CC4=NC=CS4)CC2,Inactive,0,,,Inactive,,,,,,,,,,4,,-31.85,,,39.13,,5.177,,15.29,,44.62,,-6.183,,38.31,,-31.85,QC'd by Pharmacopeia
7840,4253221,249398,C1C2=CC=CC=C2C3=C1C=C(C=C3)NC(=O)C4=CC=CC=C4C5=CC=CC=C5C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,37.17,-32.78,,18.14,,5.245,,-33.86,,115.5,,19.99,,37.17,,,QC'd by NCI
7841,11111816,5265,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F,Inactive,0,,,Inactive,,,,,,,,,,4,,-30.56,10.48,11.77,3.774,1.31,-15.73,4.644,-10.67,15.74,1.704,-9.534,-14.43,-16.37,-21.43,7.896,-30.56,QC'd by SigmaAldrich
7842,11112935,23704141,C[C@@H](C(=O)N[C@H]1[C@@H]2N(C1=O)[C@H](C(S2)(C)C)C(=O)[O-])OC3=CC=CC=C3.[K+],Inactive,0,,,Inactive,,,,,,,,,,4,,28.55,-17.46,7.173,-15.92,-31.41,-10.67,-4.064,-8.054,1.7,-2.838,-4.916,4.235,5.512,,28.55,,QC'd by Prestwick
7843,4239563,3234670,CN1C2=NC(=NC=C2N=C(C1=O)C3=CC=C(C=C3)Cl)N4CCOCC4,Inactive,0,,,Inactive,,,,,,,,,,4,,-5.23,,,-25.72,,-13.38,,32.62,,26.98,,-8.28,,40.4,,-5.23,QC'd by Pharmacopeia
7844,4238095,3233206,CC1=CN=C(C=N1)CNC2=NC(=NC=C2)C3=CC=CC=C3Cl,Inconclusive,20,,,Inhibitor,39.8107,53.391,,Single point of activity,-4.4,4.9549,0.8366,-58.477,-5.086,-3,0 0 0 1 0 0 0,-50.85,,,-15.56,,-6.752,,-7.97,,60.27,,-15.9,,0.0098,,-50.85,QC'd by Pharmacopeia
7845,11111014,5311191,CCCN1CCC2=C3[C@@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,7.556,24.99,-16.77,-18.05,-16.43,-4.658,-7.085,-8.009,-7.925,39.74,-11.48,29.95,45.38,8.149,-0.67,7.556,QC'd by SigmaAldrich
7846,4253885,54677784,CC1=CCCC([C@]12CC3=C4C2=C(C=C(C4=C(C5=C3[C@@H]([C@]6(CC(=O)C(=C([C@@]6(C5=O)O)O)C(=O)N)O)O)O)O)OC)(C)C,Active,45,,,Inhibitor,2.5119,94.9795,,Partial curve; high efficacy,-5.6,2.2526,0.9767,-85.9795,9,-2.1,0 0 0 0 0 0 0,-83.8,1.78,,1.93,,11.59,,11.78,,14.59,,-31.25,,-83.8,,,QC'd by NCI
7847,11112379,6603968,COC1=CC(=CC(=C1OC)OC)[C@@H]2[C@@H]3[C@@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O,Inconclusive,20,,,Inhibitor,15.8489,85.668,,Partial curve; high efficacy; poor fit,-4.8,0.6,0.7204,-107.723,-22.055,-2.3,0 0 0 0 0 1 0 0 0 0 0 0 0,-83.82,-12.43,-25.15,-25,-34.91,-15.13,12.59,-30.62,-28.03,-35.1,-47.21,-40.28,-31.26,,-83.82,,QC'd by Prestwick
7848,4254375,6367302,C1=CC=C(C=C1)/C(=C\2/C=C(C(=O)C3=CC=CC=C32)C(=O)O)/C4=CC(=C(C5=CC=CC=C54)O)C(=O)O.[Na],Inactive,0,,,Inactive,,,,,,,,,,4,,-20.54,-9.247,,-29.15,,-13.39,,-0.6569,,-16.07,,-1.136,,-20.54,,,QC'd by NCI
7849,4238584,3233694,C1C[C@@]2(CCN(C2)CC3=NC=CS3)CN(C1)C(=O)OC4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,3.854,,,14.55,,7.766,,4.221,,-19.41,,-1.069,,12.09,,3.854,QC'd by Pharmacopeia
7850,4252661,97725,C(CCO)C[C@@H](C(=O)O)N,Inactive,0,,,Inactive,,,,,,,,,,4,,28.46,-25.4,,-10.92,,67.48,,1.08,,-7.808,,-4.887,,28.46,,,QC'd by NCI
7851,26750937,9556011,CC1=CC2=C(CCCCN2C[C@H](C)O/N=C(\C)/CCN3CCCC4=C3C=C(C(=N4)C)C)N=C1C,Inactive,0,,,Inactive,,,,,,,,,,4,,9.256,62.94,,29.07,,-3.643,,14.45,,-4.346,,2.043,,9.256,,,QC'd by BUCMLD
7852,11114037,6604853,CCCN(CCC)C[C@@H]1CCCCN1CCNC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4,Active,62,,,Inhibitor,7.9433,68.5205,,Complete curve; partial efficacy,-5.1,1.8265,0.8777,-71.1315,-2.611,-1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-69.23,-12.73,-9.115,11.67,-8.743,-3.44,-5.066,8.073,11.88,-18.12,-8.755,-9.203,-15.04,-54.42,-61.21,-69.23,QC'd by Tocris
7853,11113490,44600,C1=CC(=CC=C1[C@H](CC(=O)O)CN)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,15.01,-17.49,-11.11,18.8,-13.43,-16.95,3.411,11.39,14.9,-6.674,3.674,9.365,5.551,15.96,-7.113,15.01,QC'd by Tocris
7854,4239065,3234172,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=CC=C4)CC5=CC=C(C=C5)F,Inconclusive,20,,,Inhibitor,39.8107,57.268,,Single point of activity,-4.4,4.9549,0.4216,-53.8875,3.3805,-3,0 0 1 0 0 0 0,-45.64,,,7.365,,-28.12,,31.12,,-16.8,,36.75,,18.4,,-45.64,QC'd by Pharmacopeia
7855,26752363,16758856,CC1CC2=C(CO1)C3=C(CCN(C3)CCOC4=CC=CC=C4)N=C2COC5=CC=CC=C5,Inactive,0,,,Inactive,,,,,,,,,,4,,14.71,0.542,,-2.13,,-7.247,,20.13,,4.928,,19.98,,14.71,,,QC'd by BUCMLD
7856,4240070,3235177,COC1=NC=C2C(=N1)N(C(=O)C(=N2)CCC3=CC=CC=C3)C4CC4,Active,42,,,Inhibitor,15.8489,124.866,,Partial curve; partial efficacy,-4.8,1,0.9004,-101.66,23.2064,-2.2,0 0 0 0 0 0 0,-79.49,,,14.24,,45.95,,7.642,,27.23,,-1.688,,-25.42,,-79.49,QC'd by Pharmacopeia
7857,4253220,135460269,C1=CC=C(C=C1)/C(=N/N=C(N)N)/C2=C(C=C(C=C2)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-16.12,-14.12,,65.68,,1.594,,24.76,,54.65,,-17.89,,-16.12,,,QC'd by NCI
7858,17385132,3247096,COC1=CC=C(C=C1)C[C@@]2([C@@H]3[C@@H](CC4=C3C=C(N4CCC5=CC=CC=N5)C(=O)N6CCCC6)CN2C(=O)C7=CC=CC=C7)C(=O)OC,Inconclusive,20,,,Inhibitor,25.1189,95.656,,Single point of activity,-4.6,2.3031,0.9485,-92.516,3.14,-3,0 0 0 0 0 0 0,-80.13,,,-0.5639,,-2.373,,0.1719,,-0.4157,,18.47,,-10.76,,-80.13,QC'd by UPCMLD
7859,4237607,3232720,C1CN(CCC12CCN(CC2)C(=O)NC3=CC(=CC=C3)F)C(=O)C4=NC=CN=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,5.507,,,-7.01,,-24.1,,-19.74,,-10.41,,-18.41,,-16.06,,5.507,QC'd by Pharmacopeia
7860,4253884,3246504,CC1=CC(=C(N1C2=CC=CC(=C2)C(=O)O)C)C(=O)O.C1CN2CC3=CCO[C@H]4CC(=O)N5[C@@H]6[C@@H]4[C@H]3C[C@H]2[C@@]61C7=CC=CC=C75,Inactive,0,,,Inactive,,,,,,,,,,4,,-7.729,36.78,,-40.56,,34.56,,-17.69,,-5.545,,-5.729,,-7.729,,,QC'd by NCI
7861,4239564,3234671,CC1=CC=CC=C1C2=CN=CN=C2N3CCNCC3,Inactive,0,,,Inactive,,,,,,,,,,4,,-43.59,,,2.827,,-22.05,,4.645,,31.14,,50.54,,-23.84,,-43.59,QC'd by Pharmacopeia
7862,4238096,3233207,CN1C2=NC(=NC=C2N=C(C1=O)C3=CC=C(C=C3)F)OC4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,30.51,,,-9.672,,-5.192,,-6.748,,3.305,,-19.77,,7.635,,30.51,QC'd by Pharmacopeia
7863,11112934,6419892,C1=CC=C(C(=C1)C2=C3C=C(C(=O)C=C3OC4=C(C(=C(C=C24)Br)[O-])[Hg])Br)C(=O)[O-].O.O.O.O.[Na+].[Na+],Active,85,,,Inhibitor,3.1623,108.289,,Complete curve; high efficacy,-5.5,3.132,0.8352,-103.355,4.9336,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0,-101.4,2.465,-4.217,5.551,-24.14,13.93,-16.82,23.18,12.57,39.56,-8.653,-23.56,-86,,-101.4,,QC'd by Prestwick
7864,11111815,6604010,CC1CCN(CC1)CC[C@@H]2CCCN2S(=O)(=O)C3=CC=CC(=C3)O,Inactive,0,,,Inactive,,,,,,,,,,4,,15.12,6.33,31.33,16.13,-7.327,27.78,-9.509,11.43,-0.3543,43.12,-5.581,1.244,15.15,-0.1825,-16.37,15.12,QC'd by SigmaAldrich
7865,11111015,6603797,CN1CCC2=C3[C@H]1CC4=C(C3=CC(=C2)O)C(=C(C=C4)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-16.85,-33.78,2.331,12.97,-10.51,-35.33,-10.05,-6.258,-20.65,12.69,-1.293,-3.688,-2.336,-24.02,-8.557,-16.85,QC'd by SigmaAldrich
7866,11112378,6604261,C[N+]1(C[C@H](C[C@@H]1C(=O)[O-])O)C,Inactive,0,,,Activator,7.9433,91.422,,Partial curve; high efficacy,-5.1,3.0654,0.8992,87.9645,-3.4575,2.1,0 1 0 0 0 0 0 0 0 0 0 0 0,85.17,-17.83,42.23,-18.93,1.107,1.893,3.153,-3.808,8.545,-2.036,4.037,-9.85,16.83,,85.17,,QC'd by Prestwick
7867,4252660,3246061,C[As+](C)(C1=CC(=C(C=C1)Br)[N+](=O)[O-])C2=CC(=C(C=C2)Br)[N+](=O)[O-].[N+](=O)(O)[O-],Inactive,0,,,Inactive,,,,,,,,,,4,,27.93,-22.44,,5.784,,46.32,,2.075,,-18.93,,-13.12,,27.93,,,QC'd by NCI
7868,4254374,72685,CC1=CC(=CC(=C1NC2=C(C3=C(C=C2O)OC4=CC(=O)C(=NC5=C(C=C(C=C5C)O)O)C(=C43)C)C)O)O,Active,46,,,Inhibitor,3.1623,125.666,,Partial curve; high efficacy,-5.5,1.111,0.9426,-110.164,15.5021,-2.1,0 0 0 0 0 0 0,-86.54,23.23,,3.51,,8.662,,28.29,,-5.398,,-32.95,,-86.54,,,QC'd by NCI
7869,11113489,5714,CN(CCC1=CC(=C(C=C1)OC)OC)CCC2=CC(=C(C=C2)OC)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,-21.54,-9.801,38.22,11.54,-12.56,-14.1,2.87,17.63,3.267,4.217,1.313,4.927,23.61,-2.456,2.272,-21.54,QC'd by Tocris
7870,4238585,3233695,COC(=O)N1CCC2(CC1)CN(C2)C3=CC=CC(=C3)C4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,25.37,,,-9.898,,13.89,,-3.236,,10.41,,-1.521,,-3.563,,25.37,QC'd by Pharmacopeia
7871,26750938,16758415,CC1=CC2=C(CCCN2CC/C(=N/O[C@@H](C)CN3CCCC4=C3C=C(C(=N4)C)C)/C)N=C1C,Inactive,0,,,Inactive,,,,,,,,,,4,,38.06,25.44,,-14.27,,25.98,,-9.974,,34.17,,-16.62,,38.06,,,QC'd by BUCMLD
7872,11114036,4273754,CCCN1C(=C(C2=CC=CC=C21)C(=O)C3=CC=CC4=CC=CC=C43)C,Active,62,,,Inhibitor,10,77.8085,,Complete curve; partial efficacy,-5,1.8265,0.896,-82.1235,-4.315,-1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-76.43,11.72,-15.3,0.4305,-11.07,-18.04,-5.807,-1.053,8.249,6.345,-13.08,-17.3,-17.28,-49.14,-73.27,-76.43,QC'd by Tocris
7873,4239066,3234173,CN1C=CC=C1C(=O)N2CCC3(CC2)CN(C3)C(=O)NC4=CC=C(C=C4)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,2.628,,,-4.142,,7.641,,-17.61,,4.051,,-7.669,,-4.021,,2.628,QC'd by Pharmacopeia
7874,11112369,1796510,C1C[C@H](CNC1)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-17.71,-24.06,-23.28,-21.89,23.7,4.863,57.1,14.43,8.268,-1.235,-16.64,167.3,26.77,,-17.71,,QC'd by Prestwick
7875,4237595,3232708,C1CN(CCN1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=C(C=C4)F)CC5=CC=C(C=C5)F,Inconclusive,20,,,Inhibitor,39.8107,126.586,,Single point of activity,-4.4,4.9549,0.915,-96.4376,30.1484,-3,1 0 0 0 0 0 0,-78.18,,,-29.35,,22.29,,16.71,,21.37,,52.9,,38.49,,-78.18,QC'd by Pharmacopeia
7876,4252667,3246064,C[C@@]12CCC(=O)C=C1CC[C@H]3[C@@H]2[C@H](C[C@@]4([C@@H]3CC[C@]4(C(=O)COC(=O)C5CCCC5)O)C)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-27.67,-16.31,,-6.374,,22.64,,-11.04,,24.82,,16.28,,-27.67,,,QC'd by NCI
7877,11113504,1858,CC(=O)NCCC1=CNC2=CC(=C(C=C21)OC)Cl,Active,84,,,Inhibitor,5.0119,111.73,,Complete curve; high efficacy,-5.3,1.111,0.9638,-88.1172,23.6126,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-85.54,20.18,10.75,32.58,24.32,13.49,24.36,35.55,25.28,15.97,0.3219,-5.045,-38.11,-46.29,-72.7,-85.54,QC'd by Tocris
7878,4239569,3234676,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=C(C=C3)Cl)N4CCNCC4,Inactive,0,,,Inactive,,,,,,,,,,4,,-17.29,,,-13.57,,16.96,,17.79,,-1.804,,14.41,,92.2,,-17.29,QC'd by Pharmacopeia
7879,26752347,16758847,CC1CCC2C(=O)OC(CN2C1C3=CC=C(C=C3)Br)C,Inactive,0,,,Activator,0.3162,77.5657,,Partial curve; partial efficacy,-6.5,0.3,0.8383,70.135,-7.4307,2.2,0 0 0 0 0 0 0,54.82,-1.499,,7.795,,20.52,,31.66,,17.29,,45.02,,54.82,,,QC'd by BUCMLD
7880,26750931,9556005,CC1=CC2=C(CCCCN2CC/C(=N/OC[C@@H](C)[C@@H](C(C)C)OCC3=CC=CC=C3)/C)N=C1C,Inactive,0,,,Inactive,,,,,,,,,,4,,-22.24,31.98,,-9.974,,-2.165,,5.335,,1.087,,-8.744,,-22.24,,,QC'd by BUCMLD
7881,11114047,126769,CN1C=CC2=C1C=CC(=C2)NC(=O)NC3=CN=CC=C3,Active,64,,,Inhibitor,3.9811,97.833,,Complete curve; partial efficacy,-5.4,0.7,0.8872,-82.048,15.785,-1.2,1 0 0 0 0 0 0 0 0 1 0 1 0 0 0,-68.79,-40.75,4.932,6.64,7.415,26.91,26.33,9.479,20.63,-20.9,31.24,-28.74,19.89,-37.94,-67.67,-68.79,QC'd by Tocris
7882,4240054,3235161,CS(=O)(=O)NC1=CC=CC(=C1)C2=CC3=C(C=C2)N=CN=C3NCCN4CCOCC4,Inactive,0,,,Inactive,,,,,,,,,,4,,-39.7,,,-10.17,,-26.14,,-23,,34.95,,23.34,,-5.79,,-39.7,QC'd by Pharmacopeia
7883,4238097,3233208,C1=CC=C(C(=C1)CN2C3=NC=NC=C3N=C(C2=O)C4=CC=C(C=C4)Cl)Cl,Active,64,,,Inhibitor,3.9811,64.94,,Complete curve; partial efficacy,-5.4,0.8,0.9725,-78.71,-13.77,-1.2,0 0 0 0 0 0 0,-70.92,,,-15.51,,-15.19,,-11.98,,-29.43,,-34.38,,-62.01,,-70.92,QC'd by Pharmacopeia
7884,4253231,3246268,CC(C)[C@@]12CC[C@@]3(CC[C@H]4[C@]([C@@H]3C1)(CCC[C@]4(C)C(=O)O)C)[C@H](C2)CN,Inactive,0,,,Inactive,,,,,,,,,,4,,8.514,-15.31,,-1.518,,-18.11,,-25.07,,23.66,,-15.59,,8.514,,,QC'd by NCI
7885,4253887,52896,C1CN=C(N1)SCC(=O)C2=CC=CC=C2,Inactive,0,,,Inactive,,,,,,,,,,4,,-18.37,-17.44,,-14.88,,-12.71,,-20.52,,-9.336,,-2.615,,-18.37,,,QC'd by NCI
7886,11111810,5154,C[N+]1=C2C(=C3C=CC4=C(C3=C1)OCO4)C=CC5=CC6=C(C=C52)OCO6,Active,83,,,Inhibitor,6.3096,108.862,,Complete curve; high efficacy,-5.2,1.4787,0.8935,-92.4049,16.4575,-1.1,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0,-86.33,0.1465,33.93,45.33,2.391,-30.68,-7.185,21.01,14.24,23.46,1.195,-2.295,-29.68,-62.5,-80.61,-86.33,QC'd by SigmaAldrich
7887,11113505,2532,CCCCC(C=O)NC(=O)C(CC(C)C)NC(=O)OCC1=CC=CC=C1,Active,62,,,Inhibitor,10,73.016,,Complete curve; partial efficacy,-5,1.9282,0.9755,-69.248,3.768,-1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-63.54,4.71,9.895,4.175,2.809,-2.284,5.174,-0.7896,4.471,11.1,-1.706,3.204,-13.71,-38.2,-61.68,-63.54,QC'd by Tocris
