PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0007000000 uM,Activity at 0.00160 uM,Activity at 0.00370 uM,Activity at 0.00820 uM,Activity at 0.018 uM,Activity at 0.041 uM,Activity at 0.092 uM,Activity at 0.205 uM,Activity at 0.457 uM,Activity at 1.022 uM,Activity at 2.286 uM,Activity at 5.112 uM,Activity at 11.43 uM,Activity at 25.56 uM,Activity at 57.14 uM,Compound QC
9475,11112566,6604323,C=CCSC[C@@H]1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,-3.486,7.784,-3.843,,2.365,2.788,-3.591,,0.3506,0.3345,-0.0791,3.205,1.463,-3.5,-3.486,,QC'd by Prestwick
9476,26752722,16759129,CC1=CC(=C(C=C1)C#CC2C=CC(C(O2)CO)OC3=CC4=C(C=C3)OCO4)C,Inactive,0,,,Inactive,,,,,,,,,,4,,10.51,-6.124,,0.0549,,-4.378,,-2.785,,-0.7109,,-0.3607,,10.51,,,QC'd by BUCMLD
9477,4240253,3235359,COC1=CC=C(C=C1)N2C3=NC=NC=C3N=C(C2=O)C4=CC(=CC=C4)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,-12.49,,,8.286,,4.913,,7.091,,-0.8525,,8.14,,7.966,,-12.49,QC'd by Pharmacopeia
9478,11113980,6604834,CC(=O)O[C@@H]1C[C@]2([C@H](CCC2=O)C3=C1[C@]4([C@H](OC(=O)C5=COC(=C54)C3=O)COC)C)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-0.7938,5.847,1.835,3.455,2.035,-3.229,1.041,5.355,8.79,6.612,-6.709,-7.232,1.235,,14.67,-0.7938,QC'd by Tocris
9479,11110725,1265902,C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@@H](O2)CO)O)O)N,Inactive,0,,,Inactive,,,,,,,,,,4,,7.134,-0.5401,-1.648,-2.057,4.063,2.862,5.621,,,,-7.498,1.874,-3.729,-2.596,2.286,7.134,QC'd by SigmaAldrich
9480,11112008,23684975,CC1=NN=C(S1)SCC2=C(N3[C@H]([C@@H](C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)[O-].[Na+],Inactive,0,,,Inactive,,,,,,,,,,4,,2.012,3.052,-9.764,0.117,-2.689,1.879,-0.1164,,,,4.357,1.634,1.975,3.044,-7.931,2.012,QC'd by SigmaAldrich
9481,4238533,3233643,C1=CC=C(C=C1)COC2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=CC=C4)CCC#N,Inactive,0,,,Inactive,,,,,,,,,,4,,0.2971,,,9.198,,-4.129,,-0.2014,,7.778,,0.0127,,-1.222,,0.2971,QC'd by Pharmacopeia
9482,11113003,6604530,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N.O,Inactive,0,,,Inactive,,,,,,,,,,4,,-12.3,0.887,-2.392,,-5.145,-0.5104,-3.706,,5.193,15.72,1.105,14.51,0.2935,-7.322,-12.3,,QC'd by Prestwick
9483,4239142,3234249,C1CC1N2C3=NC(=NC=C3N=C(C2=O)C4=CC=CC(=C4)C#N)OC5=CC(=CC=C5)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,-3.679,,,5.328,,2.029,,-5.952,,5.33,,2.677,,0.5733,,-3.679,QC'd by Pharmacopeia
9484,11111222,3519,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,-12.69,1.195,-3.521,,-6.297,-4.289,0.8811,,4.548,11.1,4.176,5.762,1.376,-5.486,-12.69,,QC'd by Prestwick
9485,4240252,3235358,C1C[C@@]2(CCN(C2)CC3=CC=CC=C3)CN(C1)C(=O)C4=CC=NC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,-4.431,,,-9.811,,3.091,,,,6.532,,3.785,,3.819,,-4.431,QC'd by Pharmacopeia
9486,17385201,3247116,CN(C)C(=O)C1=CC2=C(N1CC3=CC(=C(C=C3)O)OC)C[C@@H]4[C@H]2[C@](N(C4)C(=O)C5=CC=CC=C5)(CC6=CC=C(C=C6)OC)C(=O)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,-17.34,,,-36.16,,3.05,,-5.549,,4.29,,4.707,,19.46,,-17.34,QC'd by UPCMLD
9487,11112567,6604324,C1CCN2[C@H](C1)[C@]34C[C@@H]2C=CC3=CC(=O)O4,Inactive,0,,,Inactive,,,,,,,,,,4,,1.851,-8.523,-4.046,,-5.221,-1.223,-7.074,,-1.847,-7.15,-4.541,1.847,3.766,2.373,1.851,,QC'd by Prestwick
9488,26752721,16759128,CC1=CC=C(C=C1)OC2C(COC2/C=C/C#CC3=CC=C(C=C3)C(C)(C)C)O,Inactive,0,,,Inactive,,,,,,,,,,4,,12.58,2.798,,9.758,,-2.317,,4.984,,7.768,,9.519,,12.58,,,QC'd by BUCMLD
9489,4252469,3246011,C1[C@@H]([C@@H]([C@@H]([C@H](O1)OCC2=CC=CC=C2)O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,0.1941,-3.26,,20.36,,3.723,,4.433,,-4.405,,1.625,,0.1941,,,QC'd by NCI
9490,4239635,3234742,C1CN(CCC12CCN(CC2)C(=O)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C4=CC=CC=N4,Inactive,0,,,Inactive,,,,,,,,,,4,,0.9678,,,-8.859,,-5.609,,,,4.787,,5.652,,-4.541,,0.9678,QC'd by Pharmacopeia
9491,4253954,300151,CS(=O)(=O)N(CC1=CC=CC=C1)CC(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,2.434,1.611,,2.018,,9.022,,0.1915,,-10.44,,-3.625,,2.434,,,QC'd by NCI
9492,11113981,6604835,C[C@H]1C/C=C\[C@H]2[C@@H](C(=C)[C@H]([C@@H]3[C@]2([C@@H](/C=C\[C@](C1=O)(C)O)OC(=O)C)C(=O)N[C@@H]3CC4=CC=CC=C4)C)O,Inactive,0,,,Inactive,,,,,,,,,,4,,1.191,-3.452,8.747,-8.531,3.788,-3.253,3.345,-1.892,-8.412,-0.1673,-4.441,2.304,4.927,,3.25,1.191,QC'd by Tocris
9493,11110724,6603706,C[C@@H](C[N+](C)(C)C)OC(=O)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-3.475,15.64,7.173,0.5882,-1.416,-1.559,6.198,,,,2.582,-3.362,-2.587,-5.286,6.46,-3.475,QC'd by SigmaAldrich
9494,4238532,3233642,CC1=C(C(=NO1)C)C2=NC=CC(=N2)N(C)C,Inactive,0,,,Inactive,,,,,,,,,,4,,9.869,,,-9.533,,-2.637,,-3.801,,-16.03,,-3.005,,3.598,,9.869,QC'd by Pharmacopeia
9495,11113004,6604060,CC(C)C[C@H]1C(=O)N2CCC[C@@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@@H]4CN([C@@H]5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O.CS(=O)(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,3.171,-2.016,-2.159,,-3.851,-1.154,-3.609,,-7.886,0.1069,9.292,6.674,4.664,-13.72,3.171,,QC'd by Prestwick
9496,11112009,9604975,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3[C@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)[O-].[Na+].[Na+],Inactive,0,,,Activator,7.9433,24.1445,,Complete curve; partial efficacy; poor fit,-5.1,4.9549,0.6862,16.8395,-7.305,1.4,0 0 0 0 0 0 0 0 0 0 0 0,18.39,-3.288,,,,-2.067,-18.83,-11.82,-1.16,-5.173,1.594,-15.25,-7.775,22.14,8.461,18.39,QC'd by SigmaAldrich
9497,26752720,16759128,CC1=CC=C(C=C1)OC2C(COC2/C=C/C#CC3=CC=C(C=C3)C(C)(C)C)O,Inactive,0,,,Activator,6.3096,29.1708,,Single point of activity,-5.2,1.331,0.7954,30,0.8292,3,0 0 0 0 0 0 0,21.94,-1.917,,1.445,,-4.309,,8.148,,2.988,,5.296,,21.94,,,QC'd by BUCMLD
9498,11112564,453548,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@H]([C@@H](O3)CO)O)O)N,Inactive,0,,,Inactive,,,,,,,,,,4,,4.859,-2.894,-0.2232,,3.534,0.5598,-2.944,,-0.0478,-2.124,-1.784,4.596,-1.421,-4.595,4.859,,QC'd by Prestwick
9499,4240255,3235361,CN1C2=NC(=NC=C2N=C(C1=O)C3=CC=C(C=C3)Cl)OC4=CC(=CC=C4)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,0.5219,,,3.007,,-0.4299,,1.871,,-1.706,,9.944,,-1.124,,0.5219,QC'd by Pharmacopeia
9500,17385202,3247124,COC1=CC2=C(C=C1)NC=C2CCN3C4=C(C=C3C(=O)N5CCCC5)[C@H]6[C@@H](C4)CN([C@@]6(CC7=CC=C(C=C7)F)C(=O)OC)C(=O)C8=CC=CC=C8,Inactive,0,,,Inactive,,,,,,,,,,4,,-14.36,,,6.752,,2.246,,6.091,,-0.3213,,20.75,,-1.867,,-14.36,QC'd by UPCMLD
9501,4253955,3246534,C1=CN=CC=C1C(=O)O.C1=CN=CC=C1C(=O)O.[NH2-].[NH2-].[Pt],Inactive,0,,,Inactive,,,,,,,,,,4,,-5.024,4.505,,-3.326,,-5.292,,-9.001,,-8.172,,-15.1,,-5.024,,,QC'd by NCI
9502,11113982,6604836,C[C@@H]1CC[C@@]2([C@@H](C[C@H]([C@H](O2)[C@H](C)C(=O)C3=CC=CN3)C)C)O[C@@H]1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Inactive,0,,,Inactive,,,,,,,,,,4,,4.122,4.614,3.227,-0.5623,-0.8344,-0.7731,1.339,2.424,-4.339,-3.636,-1.132,0.0372,0.7396,,4.065,4.122,QC'd by Tocris
9503,4252466,3246009,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)NO)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,4.354,-4.868,,-7.298,,-1.75,,-5.387,,-6.979,,-13.69,,4.354,,,QC'd by NCI
9504,11111225,135398740,C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N,Inactive,0,,,Inactive,,,,,,,,,,4,,6.125,-1.835,-4.683,,-3.432,-5.295,-1.531,,-1.885,-5.307,-2.321,4.986,-1.942,-0.6395,6.125,,QC'd by Prestwick
9505,4239634,3234741,CN1C=C(C2=CC=CC=C21)C3=NC4=CN=C(N=C4N(C3=O)C5CC5)OC6=CC(=CC=C6)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,3.912,,,7.832,,0.1469,,0.582,,0.1753,,-5.499,,-2.963,,3.912,QC'd by Pharmacopeia
9506,11113567,5013,CN1CCN(CC1)C2=NC3=CC=CC=C3C=C2,Inactive,0,,,Inactive,,,,,,,,,,4,,-5.105,-8.831,-8.344,-6.511,2.038,-9.756,-2.698,-3.003,-7.592,3.146,0.9572,10.3,1.286,,-4.854,-5.105,QC'd by Tocris
9507,26751000,16758462,CCN1C(=O)[C@H]2CC[C@@H]\3[C@@H]([C@@H]2C1=O)[C@@H]([C@@H](C/C3=N/O[C@@H]4C=C[C@H](O[C@@H]4CO)CC=C)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-1.293,5.047,,-6.141,,-0.242,,-1.053,,0.4259,,0.8198,,-1.293,,,QC'd by BUCMLD
9508,11110723,3246700,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@@H](O2)CO)N=[N+]=[N-],Inactive,0,,,Activator,10,19.2648,,Single point of activity,-5,4.9549,0.6904,15.5,-3.7648,3,1 0 0 0 0 0 0 0 0 0 0 1 0 0,9.548,3.156,,-4.724,-6.974,2.486,1.213,-9.804,-8.285,1.9,-0.3974,-8.023,-6.367,-10.9,21.07,9.548,QC'd by SigmaAldrich
9509,4239144,3234251,COC1=CC=C(C=C1)C(=O)N2CCC3(CC2)CCN(CC3)C(=O)NC4=CC=CC(=C4)C#N,Inactive,0,,,Inactive,,,,,,,,,,4,,-3.827,,,-5.3,,4.802,,,,0.5072,,1.464,,3.097,,-3.827,QC'd by Pharmacopeia
9510,11112010,5311049,C[C@@H](CC1=CC2=C(C=C1)OC(O2)(C(=O)[O-])C(=O)[O-])NC[C@@H](C3=CC(=CC=C3)Cl)O.[Na+].[Na+],Inactive,0,,,Inactive,,,,,,,,,,4,,-3.456,-2.434,7.378,0.6202,6.584,14.99,1.565,,,,-3.651,7.656,-1.334,-3.413,1.182,-3.456,QC'd by SigmaAldrich
9511,11113005,23684997,CC[C@@]1(CC[C@H](O1)[C@@]2(CC[C@]3(O2)C[C@H]([C@H]([C@H](O3)[C@H](C)[C@@H]([C@H](C)C(=O)[O-])OC)C)O)C)[C@@H]4[C@@H](C[C@@H](O4)[C@H]5[C@@H](C[C@@H]([C@](O5)(CO)O)C)C)C.[Na+],Inactive,0,,,Inactive,,,,,,,,,,4,,1.915,11.82,2.906,,2.104,0.0057,-3.404,,1.495,0.2732,-1.857,0.5835,-2.414,-3.984,1.915,,QC'd by Prestwick
9512,26752719,16759127,COC1=CC=C(C=C1)OC2C(COC2/C=C/C#CC3=C(C=C(C=C3)F)F)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-10.84,-28.05,,-22.6,,-8.189,,-0.7208,,3.718,,6.955,,-10.84,,,QC'd by BUCMLD
9513,4240254,3235360,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=C(C=C3)Cl)C4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,3.148,,,14.98,,6.717,,3.37,,-15.16,,-23.01,,-8.77,,3.148,QC'd by Pharmacopeia
9514,17385203,3247133,CN(C)C(=O)C(=O)C[C@H]1[C@H]2C(=CC1=O)CN([C@@]2(CC3=CC=C(C=C3)OC)C(=O)OC)C(=O)C4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,-6.492,,,3.076,,-2.624,,-5.733,,2.466,,1.146,,4.798,,-6.492,QC'd by UPCMLD
9515,11112565,6604321,C1C(=C(N2[C@@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CS3)C(=O)[O-])C[N+]4=CC=C(C=C4)C(=O)N,Inactive,0,,,Inactive,,,,,,,,,,4,,-1.023,10.25,-0.8541,,-0.5475,1.849,5.665,,0.8628,2.244,-5.854,7.54,-4.585,-3.93,-1.023,,QC'd by Prestwick
9516,11111224,135398740,C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N,Inactive,0,,,Inactive,,,,,,,,,,4,,3.481,0.0333,10.83,0.2263,1.837,-0.9934,9.006,,,,-1.294,-3.934,-0.7197,-7.526,6.465,3.481,QC'd by SigmaAldrich
9517,4252467,14925,C(C(CC(=O)O)C(=O)O)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,5.204,-0.2826,,-14.31,,11.2,,-0.6748,,-4.033,,1.138,,5.204,,,QC'd by NCI
9518,26750999,16758461,CCN1C(=O)[C@H]2CC[C@@H]\3[C@@H]([C@@H]2C1=O)[C@@H]([C@@H](C/C3=N/OC[C@H]([C@@H]4[C@H]([C@H]5[C@@H](O4)OC(O5)(C)C)O)O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,7.294,-0.9792,,1.171,,-5.294,,4.12,,6.257,,0.7121,,7.294,,,QC'd by BUCMLD
9519,26751002,16758463,CCN1C(=O)[C@H]2CC[C@@H]\3[C@@H]([C@@H]2C1=O)[C@@H]([C@@H](C/C3=N/OC[C@H](COCC4=CC=CO4)O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,13.73,11.76,,-5.324,,3.738,,-3.49,,0.9075,,0.7093,,13.73,,,QC'd by BUCMLD
9520,4253019,3246189,CC[C@H](CN(C)C)C(=O)C1=CC=CO1,Inactive,0,,,Inactive,,,,,,,,,,4,,-4.863,2.346,,4.162,,0.9254,,1.046,,1.834,,-11.58,,-4.863,,,QC'd by NCI
9521,17385196,3247156,COC(=O)[C@]1([C@H]2[C@@H](C(=O)C=C2CN1C(=O)C3=CC=CC=C3)CC(=O)C(=O)N4CCCC4)CC5=CC=C(C=C5)F,Inactive,0,,,Inactive,,,,,,,,,,4,,-13.79,,,11.39,,6.871,,9.521,,0.3339,,12.73,,8.518,,-13.79,QC'd by UPCMLD
9522,11113968,6604830,C[C@@H]1NC2=C(C=C(C=C2)Cl)S(=O)(=O)N1,Inactive,0,,,Inactive,,,,,,,,,,4,,-3.441,2.226,5.492,-4.015,-0.1278,4.025,1.073,3.423,1.181,8.561,-5.177,-2.871,-1.082,,0.9089,-3.441,QC'd by Tocris
9523,11112011,23684976,CN1C(=NN=N1)SCC2=C(N3[C@H]([C@](C3=O)(NC(=O)CSCC#N)OC)SC2)C(=O)[O-].[Na+],Inactive,0,,,Inactive,,,,,,,,,,4,,3.035,8.743,-7.132,-1.272,6.497,-2.61,4.379,,,,-2.851,2.617,-6.435,5.245,-3.114,3.035,QC'd by SigmaAldrich
9524,11112998,5018304,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+],Inactive,0,,,Inactive,,,,,,,,,,4,,0.5312,-7.69,1.432,,0.4322,-5.989,1.982,,2.655,8.839,0.8493,-12.49,4.378,12,0.5312,,QC'd by Prestwick
9525,11110722,119,C(CC(=O)O)CN,Inactive,0,,,Inactive,,,,,,,,,,4,,-2.705,1.747,1.351,-3.905,1.005,-0.1455,6.256,,,,0.6526,-10.19,1.865,-7.165,13.35,-2.705,QC'd by SigmaAldrich
9526,4238028,3233141,COC1=CC=C(C=C1)C2=NC3=CN=C(N=C3N(C2=O)CC4=CC=CS4)NC5=CC=CC=C5,Inactive,0,,,Inactive,,,,,,,,,,4,,0.5959,,,13.64,,3.244,,0.7626,,0.7617,,-8.364,,1.663,,0.5959,QC'd by Pharmacopeia
9527,11112579,6602484,CN1[C@@H]2CCC[C@H]1CC(=O)C2,Inactive,0,,,Inactive,,,,,,,,,,4,,4.444,-4.254,-4.739,,-4.001,-3.097,-1.747,,0.6123,-3.053,1.274,9.209,1.608,-10.16,4.444,,QC'd by Prestwick
9528,11110720,1550579,C(CP(=O)(O)O)[C@H](C(=O)O)N,Inactive,0,,,Inactive,,,,,,,,,,4,,-2.488,2.161,-1.843,4.376,3.772,-2.3,8.024,,,,-7.077,3.814,-4.288,-1.146,4.802,-2.488,QC'd by SigmaAldrich
9529,4238520,3233630,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=C(C=C3)Cl)C4CC4,Inactive,0,,,Inactive,,,,,,,,,,4,,-11.35,,,5.674,,6.797,,3.504,,0.5375,,-1.256,,-4.294,,-11.35,QC'd by Pharmacopeia
9530,11113558,107984,CC(=NCCC[C@@H](C(=O)O)N)N,Inactive,0,,,Inactive,,,,,,,,,,4,,-1.505,0.6392,-6.081,-6.626,-5.861,-2.485,3.503,-1.073,4.082,16.01,-1.079,-1.144,-0.953,,-3.531,-1.505,QC'd by Tocris
9531,4239129,3234236,CC1=CC=CC=C1C2=CC(=NC=N2)NCCN3CCOCC3,Inactive,0,,,Inactive,,,,,,,,,,4,,-12.03,,,4.995,,0.7259,,-3.761,,1.568,,21.72,,-0.8576,,-12.03,QC'd by Pharmacopeia
9532,4253020,240782,CCC(=O)NC1=NC=NC2=C1N(C=N2)C(=O)CC,Inactive,0,,,Inactive,,,,,,,,,,4,,1.854,7.218,,0.9125,,-2.773,,-2.744,,-15.72,,4.807,,1.854,,,QC'd by NCI
9533,26751001,16758463,CCN1C(=O)[C@H]2CC[C@@H]\3[C@@H]([C@@H]2C1=O)[C@@H]([C@@H](C/C3=N/OC[C@H](COCC4=CC=CO4)O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,19.4,-11.31,,-5.381,,-6.878,,3.514,,3.714,,-3.779,,19.4,,,QC'd by BUCMLD
9534,26752717,16759126,CC(C)(C)C1=CC=C(C=C1)OC2C(COC2/C=C/C#CC3=CC=CC=C3)O,Inactive,0,,,Inactive,,,,,,,,,,4,,12.41,2.78,,3.379,,0.1265,,5.854,,11.8,,6.903,,12.41,,,QC'd by BUCMLD
9535,17385197,3247163,CN1C2=C(C=C1C(=O)N(C)C)[C@H]3[C@@H](C2)CN([C@@]3(CC4=CC=C(C=C4)OC)C(=O)OC)C(=O)C5=CC=CC=C5,Inactive,0,,,Inactive,,,,,,,,,,4,,1.11,,,-4.559,,-7.245,,-1.324,,-2.438,,2.1,,2.007,,1.11,QC'd by UPCMLD
9536,11112012,23704139,CC(=O)OCC1=C(N2[C@H]([C@@H](C2=O)NC(=O)/C(=N\OC)/C3=CSC(=N3)N)SC1)C(=O)[O-].[Na+],Inactive,0,,,Inactive,,,,,,,,,,4,,5.248,3.684,2.98,-4.911,1.061,-1.942,-3.186,,,,-9.213,-5.255,0.0632,6.141,3.098,5.248,QC'd by SigmaAldrich
9537,11111210,4266,C1=C(ONC1=O)CN,Inactive,0,,,Inactive,,,,,,,,,,4,,0.5312,-2.077,-4.097,-2.586,-3.707,0.7806,-5.848,,,,4.583,1.405,0.9939,6.941,-6.869,0.5312,QC'd by SigmaAldrich
9538,4253949,3246531,CN1CC[C@@H](C1)OC(=O)[C@@](C2CCCC2)(C3=CC=CC=C3)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-13.75,-3.921,,-1.048,,-7.029,,2.465,,5.164,,10.94,,-13.75,,,QC'd by NCI
9539,4240265,3235371,CC1=CN=C(C=N1)CNC2=NC=NC(=C2)C3=CN=CC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,,-6.256,,,3.793,,-1.128,,0.8936,,-5.528,,13.26,,10.21,,-6.256,QC'd by Pharmacopeia
9540,11112999,27503,C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)[O-])O)C(=O)C=C(O2)C(=O)[O-].[Na+].[Na+],Inactive,0,,,Inactive,,,,,,,,,,4,,-4.597,7.169,-3.513,,-3.319,4.561,-1.653,,-1.447,-0.1771,-1.809,0.1671,-1.797,4.993,-4.597,,QC'd by Prestwick
9541,4239631,3234738,C1CN(CCC12CN(C2)C(=O)NC3=CC=CC=C3)C(=O)C4=NC=CN=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,-6.12,,,2.543,,0.694,,,,4.188,,3.752,,3.022,,-6.12,QC'd by Pharmacopeia
9542,11110721,5283389,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCC(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,3.863,-6.062,-5.576,-0.6628,-0.7169,0.2245,-1.328,,,,-5.351,5.504,-5.167,1.786,0.7809,3.863,QC'd by SigmaAldrich
9543,4238027,3233140,C1COCCN1C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=C(C=C4)Cl)C5=CC=CC=C5,Inactive,0,,,Inactive,,,,,,,,,,4,,2.579,,,6.744,,3.769,,-0.8154,,2.546,,0.4891,,-1.574,,2.579,QC'd by Pharmacopeia
9544,4238519,3233629,CN(C)C(=O)C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=N2)NC4CCNCC4,Inactive,0,,,Inactive,,,,,,,,,,4,,-2.471,,,-2.261,,4.317,,-4.561,,-9.357,,3.761,,10.21,,-2.471,QC'd by Pharmacopeia
9545,11112576,3418,C1=CC=C(C(=C1)C(=O)O)OP(=O)(O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,5.464,-0.5287,1.293,,-6.301,-4.021,2.636,,3.515,3.968,-1.395,-1.565,-5.272,-2.81,5.464,,QC'd by Prestwick
9546,26751004,16758465,CCN1C(=O)[C@H]2CC[C@@H]\3[C@@H]([C@@H]2C1=O)[C@@H]([C@@H](C/C3=N/O[C@@H](C)C4=CN(N=N4)[C@@H](CC5=CC=CC=C5)CO)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,6.53,-1.028,,0.5793,,-5.248,,-4.465,,4.918,,0.5791,,6.53,,,QC'd by BUCMLD
9547,11113555,3545,C1CN(CCN1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3,Inactive,0,,,Inactive,,,,,,,,,,4,,-11.76,-7.116,-6.78,-4.698,-0.9637,-6.708,2.853,3.92,-1.871,5.171,-1.402,4.448,9.521,,-18.25,-11.76,QC'd by Tocris
9548,4253021,240836,C1C(CC12CC(C2)C(=O)O)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,10.81,7.747,,17.17,,8.636,,14.39,,1.93,,14.61,,10.81,,,QC'd by NCI
9549,11111213,119558,C(CC(=O)NCS(=O)(=O)O)[C@H](C(=O)O)N,Inactive,0,,,Inactive,,,,,,,,,,4,,4.981,-8.223,-0.1162,-4.642,0.2727,-0.1067,-3.296,,,,-3.038,4.929,0.5133,0.0414,-2.535,4.981,QC'd by SigmaAldrich
9550,11112013,6604087,C1C(=C(N2[C@@H](S1)[C@@H](C2=O)NC(=O)[C@H](C3=CC=CC=C3)S(=O)(=O)[O-])C(=O)[O-])C[N+]4=CC=C(C=C4)C(=O)N.[Na+],Inactive,0,,,Inactive,,,,,,,,,,4,,0.055,5.905,5.23,3.282,3.509,2.318,-4.027,,,,2.477,-3.943,-1.665,-4.782,3.298,0.055,QC'd by SigmaAldrich
9551,11112577,6604327,C[N+]1([C@@H]2CC(C[C@@H]1[C@H]3[C@@H]2O3)OC(=O)[C@@H](CO)C4=CC=CC=C4)[O-],Inactive,0,,,Inactive,,,,,,,,,,4,,-1.802,10.54,3.552,,-2.948,-3.998,-2.306,,0.2126,-3.715,-0.7515,-2.546,1.527,7.338,-1.802,,QC'd by Prestwick
9552,4239630,3234737,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)CCC3=CC=CC=C3)CC4=CC=C(C=C4)F,Inactive,0,,,Inactive,,,,,,,,,,4,,2.936,,,6.47,,-1.041,,5.59,,-2.623,,-5.439,,-4.612,,2.936,QC'd by Pharmacopeia
9553,4252462,3246006,C([C@H]([C@H]([C@@H]([C@@H](C(=O)O)O)O)O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,0.2844,1.452,,-8.934,,-12.62,,-3.561,,-7.579,,-8.805,,0.2844,,,QC'd by NCI
9554,4253950,3246532,CN1C=NC(=C1SC2=NC(=NC3=C2N=CN3[C@H]4C[C@@H]([C@H](O4)CO)O)N)[N+](=O)[O-],Inactive,0,,,Inactive,,,,,,,,,,4,,4.562,1.014,,-10.76,,8.572,,-7.087,,-6.887,,3.101,,4.562,,,QC'd by NCI
9555,4240268,3235374,CCNC1=NC=C2C(=N1)N(C(=O)C=N2)C3CC3,Inactive,0,,,Inactive,,,,,,,,,,4,,-4.435,,,15.93,,2.235,,-1.051,,8.508,,7.809,,-0.816,,-4.435,QC'd by Pharmacopeia
9556,4238030,3233143,C1CN(CCC12CN(C2)C(=O)NC3=CC=CC=C3)C(=O)C4=CC=CO4,Inactive,0,,,Inactive,,,,,,,,,,4,,14.03,,,-1.452,,13.61,,,,-10.67,,1.047,,-1.809,,14.03,QC'd by Pharmacopeia
