PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0007000000 uM,Activity at 0.00160 uM,Activity at 0.00370 uM,Activity at 0.00820 uM,Activity at 0.018 uM,Activity at 0.041 uM,Activity at 0.092 uM,Activity at 0.205 uM,Activity at 0.457 uM,Activity at 1.022 uM,Activity at 2.286 uM,Activity at 5.112 uM,Activity at 11.43 uM,Activity at 25.56 uM,Activity at 57.14 uM,Compound QC
9293,4238478,3233588,COC1=CC=CC(=C1)NC2=NC=C3C(=N2)N(C(=O)C(=N3)CCC4=CC=CC=C4)C5CC5,Inactive,0,,,Inactive,,,,,,,,,,4,,24.17,,,3.35,,-1.96,,-9.711,,-7.96,,-9.22,,-2.123,,24.17,QC'd by Pharmacopeia
9294,11112453,6604286,C1=CC(=CC=C1OC[C@H](COC(=O)N)O)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,13.52,-11.69,21.9,-6.11,16.45,-10.86,21.46,18.76,21.9,-3.32,254.8,9.875,-6.478,9.22,13.52,,QC'd by Prestwick
9295,4237483,3232596,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=CC=C3)C[C@H]4CCCO4,Inconclusive,20,,,Inhibitor,19.9526,102.771,,Single point of activity,-4.7,2.4064,0.9363,-89.2632,13.5075,-3,0 0 0 0 0 0 0,-81.59,,,9.647,,16.77,,-3.363,,17.93,,26.47,,-8.831,,-81.59,QC'd by Pharmacopeia
9296,11111172,688469,C[C@@H](CC1=CC=C(C=C1)O)NC[C@H](C2=CC(=CC(=C2)O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,14.21,-6.322,13.87,-3.774,-5.505,-10.13,0.222,-8.099,0.0959,8.064,-11.36,-15.8,-13.95,6.322,-0.3883,14.21,QC'd by SigmaAldrich
9297,17385223,3247082,COC(=O)[C@]1([C@@H]2[C@@H](CC3=C2C=C(N3CC4=CC=CC5=CC=CC=C54)C(=O)N6CCCC6)CN1C(=O)C7=CC=CC=C7)CC8=CC=CC=C8,Active,90,,,Inhibitor,0.2512,103.457,,Complete curve; high efficacy,-6.6,0.8,0.9953,-96.385,7.0718,-1.1,0 0 0 0 0 0 0,-93.37,,,7.656,,-8.723,,-23.8,,-56.08,,-84.31,,-91.51,,-93.37,QC'd by UPCMLD
9298,11113091,31411,CN1CCC2=CC3=C(C(=C2[C@@H]1[C@H]4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3,Active,86,,,Inhibitor,1.5849,93.816,,Complete curve; high efficacy,-5.8,1.5386,0.9429,-89.032,4.784,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-93.13,-10.27,-5.111,3.169,-2.749,11.65,26.47,19.89,-3.335,-12.43,-24.26,-63.38,-71.27,-81.94,-85.83,-93.13,QC'd by Timtec
9299,4252553,407900,C1N2CN3CN1C[N+](C2)(C3)CC4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,-7.891,-9.488,,6.975,,-23.94,,2.478,,-6.838,,5.417,,-7.891,,,QC'd by NCI
9300,4253975,70583,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)SC,Inactive,0,,,Inactive,,,,,,,,,,4,,-11.03,3.167,,9.426,,2.421,,0.4464,,9.975,,12.05,,-11.03,,,QC'd by NCI
9301,11113962,3025961,CC1=NC(=CC=C1)C#CC2=CC=CC=C2,Active,82,,,Inhibitor,10,90.777,,Complete curve; high efficacy,-5,1.7529,0.8431,-83.955,6.822,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-82.28,2.507,6.838,-16.09,-3.476,14.59,20,1.947,-6.274,31.42,6.323,19.77,-28.7,-36.81,-69.34,-82.28,QC'd by Tocris
9302,26751079,16758513,C[C@H](/C=C\CC(=O)OC)[C@@H](/C=N\O[C@@H](C)C1=CN(N=N1)[C@H]2COC[C@H]2O)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,-15.95,10.8,,-10.09,,18.08,,-4.678,,25.91,,25.58,,-15.95,,,QC'd by BUCMLD
9303,11113580,4201,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,Inactive,0,,,Inactive,,,,,,,,,,4,,4.356,9.817,-0.5249,-0.7759,-7.158,-16.97,-6.561,-7.31,-1.377,-11.66,0.8557,0.3018,-2.861,2.216,17.22,4.356,QC'd by Tocris
9304,4237923,3233036,COCC(=O)N1CCC2(CCCN(C2)C3=CC=CC=N3)CC1,Inactive,0,,,Inactive,,,,,,,,,,4,,-5.007,,,,,20.55,,-1.425,,-1.028,,-3.34,,2.906,,-5.007,QC'd by Pharmacopeia
9305,11111954,6604042,C[C@@H](CN1CCC2=C1C=C(C=C2)Br)N,Inactive,0,,,Inactive,,,,,,,,,,4,,-15.68,7.864,9.387,-6.517,3.478,15,8.831,-1.1,-2.976,11.13,2.303,-3.595,-5.071,2.209,-0.7848,-15.68,QC'd by SigmaAldrich
9306,4237919,3233032,CC1=CC(=CC=C1)CNC2=NC=NC=C2C3=CC4=C(C=C3)OCO4,Inactive,0,,,Inactive,,,,,,,,,,4,,-20.11,,,-15.26,,-1.597,,16.96,,-15.03,,-20.11,,,,,QC'd by Pharmacopeia
9307,4239187,3234294,C1CN(CCN1)C2=NC(=NC3=CC=CC=C32)C4=COC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,7.331,,,-9.532,,14.63,,19.56,,24.98,,7.331,,,,,QC'd by Pharmacopeia
9308,4253045,241231,CC(C)(C)C1=C2CN(COC2=C(C3=C1OCN(C3)CC4=CC=CC=C4)C(C)(C)C)CC5=CC=CC=C5,Inactive,0,,,Inactive,,,,,,,,,,4,,-7.82,12.49,,-20.73,,-1.784,,7.88,,8.87,,15.15,,-7.82,,,QC'd by NCI
9309,11111168,1548968,CNCC[C@@H](C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,Inconclusive,20,,,Inhibitor,,,,Single point of activity,,,,,,-3,,-32.29,-1.643,7.734,-2.949,-5.724,-1.459,0.7179,12.04,-23.36,12.34,9.76,22.21,-1.949,22.69,4.317,-32.29,QC'd by SigmaAldrich
9310,4240174,3235280,CC1=C(C(=NO1)C)C2=NC3=CC=CC=C3C(=N2)NC4=CC=C(C=C4)F,Inactive,0,,,Inactive,,,,,,,,,,4,,-2.693,,,-82.26,,-55.98,,-23.31,,0.6872,,-2.693,,,,,QC'd by Pharmacopeia
9311,11111169,1548968,CNCC[C@@H](C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,Inconclusive,20,,,Inhibitor,25.1189,45.6425,,Partial curve; partial efficacy; poor fit,-4.6,3.5117,0.7798,-36.655,8.9875,-2.4,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0,-33.9,1.81,11.92,-0.6971,-9.752,-5.554,15.16,4.953,9.672,14.52,9.686,13.68,15.85,13.79,-15.76,-33.9,QC'd by SigmaAldrich
9312,17385222,3247174,CN(C)C(=O)C1=CC2=C(N1CC3=C(SC=C3)Br)C[C@@H]4[C@H]2[C@](N(C4)C(=O)C5=CC=CC=C5)(CC6=CC=C(C=C6)F)C(=O)OC,Active,83,,,Inhibitor,7.9433,84.982,,Complete curve; high efficacy,-5.1,4.095,0.9773,-87.57,-2.588,-1.1,0 0 0 0 0 0 0,-90.72,,,-9.042,,-9.81,,5.16,,-2.045,,1.407,,-68.1,,-90.72,QC'd by UPCMLD
9313,11113090,31411,CN1CCC2=CC3=C(C(=C2[C@@H]1[C@H]4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3,Active,86,,,Inhibitor,1.2589,92.632,,Complete curve; high efficacy,-5.9,1.1341,0.9627,-87,5.632,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-91.7,6.142,-12.19,8.864,9.429,0.267,5.92,10.7,6.324,-18.91,-44.59,-53.53,-65.76,-74.97,-85.91,-91.7,QC'd by Timtec
9314,4237484,3232597,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=C(C=C4)OC)CC5=CC=CS5,Inactive,0,,,Inactive,,,,,,,,,,4,,10.41,,,11.96,,1.174,,-18.99,,0.0944,,-1.101,,-13.85,,10.41,QC'd by Pharmacopeia
9315,4252556,4766,C1=CC=C2C(=C1)C(OS2(=O)=O)(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,Inconclusive,20,,,Inhibitor,6.3096,45.495,,Single point of activity,-5.2,4.9549,0.8149,-36.877,8.618,-3,0 0 1 0 0 0 0,-34.53,-7.397,,16.65,,-17.71,,13.75,,10.2,,9.865,,-34.53,,,QC'd by NCI
9316,4238479,3233589,CC(=O)NCCNC1=NC(=NC2=CC=CC=C21)C3=CC=C(C=C3)N(C)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-16.11,,,-11.53,,-14.26,,-0.2671,,10.08,,-16.11,,,,,QC'd by Pharmacopeia
9317,4239755,3234862,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,8.87,,,-27.3,,-6.457,,-3.043,,-3.692,,6.572,,4.949,,8.87,QC'd by Pharmacopeia
9318,11112456,4065,CCCNC(C)(C)COC(=O)C1=CC=CC=C1,Inactive,0,,,Inactive,,,,,,,,,,4,,-14.39,16.76,2.883,-1.713,11.15,-3.411,-8.813,7.691,2.416,0.7712,9.52,-2.964,12.99,-0.1187,-14.39,,QC'd by Prestwick
9319,26751076,16758510,C[C@H](/C=C\CC(=O)OC)[C@@H](/C=N\OC[C@H]([C@@H]1[C@H]([C@H]2[C@@H](O1)OC(O2)(C)C)O)O)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,8.962,-8.486,,-3.011,,-2.99,,2.289,,-2.239,,16.86,,8.962,,,QC'd by BUCMLD
9320,11113583,126402,C1CCC(CC1)(C2=CC=CC=C2)C(=O)OCCN3CCOCC3,Inconclusive,20,,,Inhibitor,10,75.9905,,Partial curve; partial efficacy; poor fit,-5,1.6259,0.7608,-66.9905,9,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-67.87,-9.012,-6.184,-16.7,4.738,16.15,31.2,23.32,23.91,9.77,19.12,-8.421,-4.064,-40.1,-44.23,-67.87,QC'd by Tocris
9321,4253974,3246544,CN1CCCC[C@@H]1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,-3.808,-12.41,,-1.063,,-7.151,,4.454,,8.309,,2.598,,-3.808,,,QC'd by NCI
9322,11113961,4673492,CCC1=CC2=C(CCC(=O)N2CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=N1)CC,Inconclusive,20,,,Inhibitor,25.1189,57.052,,Partial curve; partial efficacy,-4.6,3.0654,0.8463,-56.231,0.821,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-51.71,7.336,-5.802,-14.08,-5.207,10.08,3.97,-1.558,-2.795,1.615,3.298,9.837,-0.5263,1.243,-29.92,-51.71,QC'd by Tocris
9323,11111953,6604041,CC[C@@]1(C[C@@H]2C[C@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@]([C@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,Inactive,0,,,Activator,39.8107,50.6565,,Single point of activity,-4.4,4.9549,0.7761,46.8475,-3.809,3,0 0 0 1 0 0 0 0 0 0 0 1 0 0 0,42.38,10.04,0.5847,-10.44,13.48,-12.77,2.966,-6.263,-5.466,-6.345,-8.305,5.406,28.57,-5.95,-4.401,42.38,QC'd by SigmaAldrich
9324,4237920,3233033,CN(C)C1=NC(=NC=C1)C2=CC(=CC=C2)NS(=O)(=O)C,Inactive,0,,,Activator,0.1585,26.7225,,Single point of activity,-6.8,4.9549,0.4677,23.533,-3.1895,3,0 0 0 0 0,2.486,,,-2.747,,0.2407,,-5.57,,44.54,,2.486,,,,,QC'd by Pharmacopeia
9325,4253044,241222,C1CCC(CC1)N2CC3=C(C4=C(C(=C3OC2)O)OCN(C4)C5CCCCC5)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-1.96,9.153,,-0.4441,,-8.6,,5.241,,-15.83,,8.413,,-1.96,,,QC'd by NCI
9326,4239188,3234295,C1C[C@@]2(CCN(C2)C3=NC=CC=N3)CN(C1)C(=O)C4=CC(=CC=C4)F,Inactive,0,,,Inactive,,,,,,,,,,4,,-28.37,,,,,-0.9812,,-5.334,,0.7488,,-4.98,,-5.827,,-28.37,QC'd by Pharmacopeia
9327,11113088,908604,C1CCN2CCC[C@@H]([C@@H]2C1)CO,Inactive,0,,,Inactive,,,,,,,,,,4,,12.47,18.46,4.353,-8.719,-3.837,0.5161,-8.372,7.783,-6.827,-6.217,5.333,-13.74,-4.554,1.628,7.223,12.47,QC'd by Timtec
9328,17385221,3247166,CN(C)C(=O)C1=CC2=C(N1CCC3=CC=CC=N3)C[C@@H]4[C@H]2[C@](N(C4)C(=O)C5=CC=CC=C5)(CC6=CC=C(C=C6)OC)C(=O)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,-20.62,,,9.224,,-18.34,,-0.5705,,-4.448,,-1.723,,16.87,,-20.62,QC'd by UPCMLD
9329,11113089,641266,C1CCN[C@H](C1)C2=CN=CC=C2,Active,62,,,Inhibitor,7.9433,88.9265,,Complete curve; partial efficacy,-5.1,1.6604,0.9592,-80.4265,8.5,-1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-78.73,8.237,12.14,-2.266,8.834,5.978,7.778,20.28,8.304,-1.499,10.55,6.349,-29.22,-49.84,-64.62,-78.73,QC'd by Timtec
9330,4240175,3235281,COC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=CS3)CC4=CC=C(C=C4)F,Inactive,0,,,Inactive,,,,,,,,,,4,,-20.27,,,2.887,,6.486,,-8.309,,-7.07,,-0.5402,,-14.79,,-20.27,QC'd by Pharmacopeia
9331,4252555,111804,CC1=CC(=C(C=C1)N=NC2=C3C=CC(=CC3=CC(=C2O)S(=O)(=O)O)S(=O)(=O)O)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-12.43,-14.02,,2.401,,1.178,,2.929,,-0.8788,,19.85,,-12.43,,,QC'd by NCI
9332,11113960,107810,CC(C)C[C@@H](C(=O)N[C@H](CC1=CN(C2=CC=CC=C21)C)C(=O)N[C@H](CC3=CC=CC=N3)C(=O)O)NC(=O)N4CCCCCC4,Active,62,,,Inhibitor,6.3096,82.903,,Complete curve; partial efficacy,-5.2,1.331,0.8318,-70.403,12.5,-1.2,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-66.65,-17.86,-6.375,-3.845,32.58,12.22,10.59,8.215,9.136,23.48,27.71,-21.66,-24.68,-38.05,-55.54,-66.65,QC'd by Tocris
9333,11111170,1548968,CNCC[C@@H](C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,Inactive,0,,,Inactive,,,,,,,,,,4,,5.983,-11.26,-5.494,13.29,-5.811,-10.3,-12.2,-5.784,-15.17,10.86,-4.899,-24.06,10.96,15.13,-19.11,5.983,QC'd by SigmaAldrich
9334,11112455,70269,CC1=NNC(=O)NC1=O,Inactive,0,,,Inactive,,,,,,,,,,4,,-0.4726,2.629,-5.206,-8.383,12.5,-16.16,-2.09,8.692,-10.59,-5.554,4.718,12.14,13.17,-4.303,-0.4726,,QC'd by Prestwick
9335,4239756,3234863,CC(C)NC(=O)N1CC[C@]2(C1)CCCN(C2)C(=O)OC,Active,42,,,Inhibitor,10,71.287,,Partial curve; partial efficacy,-5,3.99,0.9733,-66.7515,4.5355,-2.2,0 0 0 0 0 0,-66.43,,,,,12.86,,-3.442,,4.86,,4.472,,-40.7,,-66.43,QC'd by Pharmacopeia
9336,4237485,3232598,CC1=CC=CC=C1C2=CC(=NC=N2)N(C)C,Inactive,0,,,Inactive,,,,,,,,,,4,,9.357,,,-6.657,,-14.65,,-5.061,,5.553,,9.357,,,,,QC'd by Pharmacopeia
9337,4238480,3233590,COC1=CC(=C(C=C1)CNC2=NC=NC=C2C3=CN=CC=C3)OC,Inactive,0,,,Activator,0.1995,38.8283,,Complete curve; partial efficacy; poor fit,-6.7,4.9549,0.9657,31.0063,-7.822,1.4,0 0 0 0 0,26.08,,,-4.928,,-8.59,,-9.435,,35.19,,26.08,,,,,QC'd by Pharmacopeia
9338,4237921,3233034,C1C[C@@]2(CCN(C2)C3=NC=CC=N3)CN(C1)C(=O)C4=CC=NC=C4,Inconclusive,20,,,Inhibitor,19.9526,47.567,,Single point of activity,-4.7,2.7202,0.8661,-42.778,4.789,-3,1 0 0 0 0 0,-39.88,,,,,36.72,,7.667,,-6.72,,14.34,,-4.066,,-39.88,QC'd by Pharmacopeia
9339,26751077,16758511,C[C@H](/C=C\CC(=O)OC)[C@@H](/C=N\O[C@@H]1C=C[C@H](O[C@@H]1CO)CC=C)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,21.31,-5.135,,-8.921,,-14.79,,-10.02,,-9.739,,7.363,,21.31,,,QC'd by BUCMLD
9340,11113582,4141,CC1=CC=C(O1)C[N+](C)(C)C,Inactive,0,,,Activator,31.6228,37.991,,Single point of activity,-4.5,4.9549,0.5405,32.1875,-5.8035,3,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0,30.32,-27.05,-8.666,-18.68,-6.289,-1.331,21.32,16.94,-20.93,-9.862,-7.72,-4.263,3.331,-8.211,3.167,30.32,QC'd by Tocris
9341,4253973,302044,CCN1C2=CC=CC=C2C3=C1N=C(N=N3)NCCCO,Inactive,0,,,Inactive,,,,,,,,,,4,,5.482,-1.309,,4.886,,-8.269,,-18.42,,-4.707,,5.045,,5.482,,,QC'd by NCI
9342,11113577,5328769,C[C@@H](C1=CC=CC=C1)NC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,Inactive,0,,,Activator,0.0501,55.0629,,Complete curve; high efficacy; poor fit,-7.3,1.8851,0.6185,56.6473,1.5844,1.3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5.053,10.53,-21.2,10.63,7.566,10.87,25.93,35.65,64.36,71.55,82.74,76.29,67.98,46.69,40.21,5.053,QC'd by Tocris
9343,11112458,6101895,CC(C)NC[C@@H](C1=CC=C(C=C1)NS(=O)(=O)C)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-4.089,-0.0738,70.22,9.683,-4.846,6.177,-2.323,11.57,2.653,-13.26,32.97,-11.89,10.52,-24.06,-4.089,,QC'd by Prestwick
9344,4237486,3232599,COCCNC1=NC=NC2=C1C=C(C=C2)C3=CC(=CC=C3)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,26.21,,,-15.78,,3.374,,-6.79,,-1.57,,26.21,,,,,QC'd by Pharmacopeia
9345,4238473,3233583,CN1CC[C@]2(C1)CCCN(C2)C(=O)C3=CC=NC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,,2.793,,,,,5.119,,33.99,,-10.62,,-4.763,,1.797,,2.793,QC'd by Pharmacopeia
9346,11113959,6604829,C1[C@@H]([C@@H]1[C@@](CC2C3=CC=CC=C3OC4=CC=CC=C24)(C(=O)O)N)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-5.633,14.57,2.477,1.039,-9.258,5.32,-3.777,7.036,-8.632,-15.29,1.669,6.621,15.58,2.193,-6.186,-5.633,QC'd by Tocris
9347,11111969,5697,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CC=C(C=C3)OCC(=O)NCCN,Inactive,0,,,Inactive,,,,,,,,,,4,,-17.5,16.08,11.08,26.28,-23.14,1.417,16.83,-3.308,6.257,18.08,2.694,7.298,-7.632,-5.017,13.14,-17.5,QC'd by SigmaAldrich
9348,4240180,3235286,C1CN(CCC12CN(C2)CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C(=O)C4=CSN=N4,Inactive,0,,,Inactive,,,,,,,,,,4,,17.24,,,,,-6.314,,1.671,,-13.66,,-4.129,,-5.175,,17.24,QC'd by Pharmacopeia
9349,4239185,3234292,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=C(C=C4)OC)C5=CC=C(C=C5)OC,Inconclusive,20,,,Inhibitor,39.8107,64.5685,,Single point of activity,-4.4,4.9549,0.9356,-63.396,1.1725,-3,0 0 0 0 0 0 0,-54.08,,,-2.973,,-0.6408,,9.195,,-7.695,,4.34,,3.215,,-54.08,QC'd by Pharmacopeia
9350,11111968,405252,C[N+](C)(CCCCCC[N+](C)(C)CCCN1C(=O)C2=CC=CC3=C2C(=CC=C3)C1=O)CCCN4C(=O)C5=CC=CC6=C5C(=CC=C6)C4=O,Inactive,0,,,Inactive,,,,,,,,,,4,,10.11,-8.249,9.856,-8.852,5.582,-9.791,12.6,-10.1,-6.395,-6.235,-2.629,-5.573,-6.131,-8.447,-0.5681,10.11,QC'd by SigmaAldrich
9351,4237909,3233022,COC1=CC=CC(=C1)CN2C3=NC(=NC=C3N=C(C2=O)CCC4=CC=CC=C4)OC,Active,43,,,Inhibitor,6.3096,96.0135,,Partial curve; high efficacy,-5.2,1.4641,0.9581,-96.518,-0.5045,-2.1,0 0 0 0 0 0 0,-88.84,,,-5.277,,-12.54,,12.06,,1.344,,-17.61,,-68.44,,-88.84,QC'd by Pharmacopeia
9352,17385211,3247158,CN(C)C(=O)C(=O)C[C@H]1[C@H]2C(=CC1=O)CN([C@@]2(CC3=CC=C(C=C3)F)C(=O)OC)C(=O)C4=CC=CC=C4,Inconclusive,20,,,Inhibitor,25.1189,55.0066,,Single point of activity,-4.6,2.7868,0.9487,-52.8691,2.1375,-3,0 0 0 0 0 0 0,-47.62,,,-3.848,,-1.209,,2.278,,9.631,,5.18,,-3.707,,-47.62,QC'd by UPCMLD
9353,11111166,3433,CC1=NC2=C(N1)C(=O)N(C(=O)N2CC3=CC=CO3)C,Inactive,0,,,Inactive,,,,,,,,,,4,,13.32,0.8994,10.41,-17.47,2.453,-8.001,5.72,-8.714,-8.583,9.682,-11.28,1.043,11.94,5.198,12.77,13.32,QC'd by SigmaAldrich
9354,4253043,241183,C1=CC(=CC=C1CSC2=NC=CC(=O)N2)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,-29.86,1.142,,3.959,,6.344,,3.204,,-12.21,,20.83,,-29.86,,,QC'd by NCI
9355,26751090,146030959,C[C@H]1[C@H]2[C@H]3[C@@H](OC=C4[C@@]3([C@@H](O1)C5=C2C(=O)[C@@H]6[C@@H]([C@H]5O)O6)/C(=N/OCC7=CC=CC=C7)/[C@H]8[C@@H]([C@H]4O)O8)C,Inactive,0,,,Inactive,,,,,,,,,,4,,13.21,5.29,,3.005,,10.21,,-2.776,,16.88,,4.828,,13.21,,,QC'd by BUCMLD
9356,4239740,3234847,C1C[C@@]2(CCN(C2)C3=CC=CC=N3)CN(C1)C(=O)C4=CSN=N4,Inactive,0,,,Inactive,,,,,,,,,,4,,-0.6225,,,,,-1.907,,5.985,,11.35,,-2.614,,-0.6948,,-0.6225,QC'd by Pharmacopeia
9357,11113079,6571302,CC1=CC[C@]2(CC[C@@]([C@@H]2[C@@H](C1)OC(=O)C3=CC(=C(C=C3)O)OC)(C(C)C)O)C,Active,41,,,Inhibitor,15.8489,96.8622,,Partial curve; high efficacy,-4.8,1.2475,0.9726,-99.5251,-2.6629,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-90.99,-4.468,-5.924,-4.496,-4.904,5.639,-2.777,2.948,-3.056,-2.4,-0.7628,-19.22,-23.44,-41.07,-63.45,-90.99,QC'd by Timtec
9358,4252541,222574,C1=CC(=CC=C1C[As](=O)(O)O)[N+](=O)[O-],Inactive,0,,,Inactive,,,,,,,,,,4,,-12.13,-1.173,,9.494,,-18.28,,-3.193,,14.58,,3.034,,-12.13,,,QC'd by NCI
9359,4253964,5383615,C1=CC(=CC(=C1)C(F)(F)F)C2=NC3=C(N2)N=C(C(=N3)Cl)Cl,Active,44,,,Inhibitor,3.9811,77.5982,,Partial curve; partial efficacy,-5.4,4.095,0.9655,-79.6611,-2.0629,-2.2,0 0 0 0 0 0 0,-78.52,-7.929,,0.7723,,7.109,,-8.489,,-0.488,,-11.53,,-78.52,,,QC'd by NCI
9360,11112457,6604287,CC(=O)OCC1=C(N2[C@H]([C@@H](C2=O)N)SC1)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,13.02,-10.94,-3.386,-4.549,-12.77,-9.748,-33.29,6.625,-15.69,1.563,-1.949,-4.137,6.014,19.86,13.02,,QC'd by Prestwick
9361,11113576,5328772,C[C@H](C1=CC=CC=C1)NC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,Inactive,0,,,Activator,0.5012,47.6974,,Complete curve; partial efficacy; poor fit,-6.3,3.0654,0.7435,52.0578,4.3604,1.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11.88,14.68,-8.033,17.66,6.387,3.841,-4.648,-3.532,10.67,24.72,54.63,59.63,60.75,58.38,63.73,11.88,QC'd by Tocris
9362,4237487,3232600,COC1=CC2=C(C=C1)NC=C2CCNC3=NC(=NC=C3)C4=COC=C4,Inconclusive,24,,,Inhibitor,0.7943,43.2937,,Partial curve; partial efficacy,-6.1,2.2526,0.9991,-44.396,-1.1023,-2.2,0 0 0 0 0,-40.33,,,-1.759,,-1.307,,-0.9186,,-11.21,,-40.33,,,,,QC'd by Pharmacopeia
9363,11113958,6604828,C1[C@H](NC[C@]1(C(=O)O)N)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,2.031,4.522,7.011,13.06,14.78,3.472,6.862,2.265,-7.15,-9.003,1.983,5.931,-4.067,5.786,-7.855,2.031,QC'd by Tocris
9364,4238474,3233584,COC1=CC(=C(C=C1)CNC2=NC=NC=C2C3=CC4=C(C=C3)OCO4)OC,Inconclusive,24,,,Inhibitor,1,63.4409,,Partial curve; partial efficacy,-6,1.3987,0.9892,-59.0737,4.3672,-2.2,0 0 0 0 0,-44.84,,,7.817,,2.839,,0.1233,,-10.87,,-44.84,,,,,QC'd by Pharmacopeia
9365,17385210,3247148,CN(C)C(=O)C1=CC2=C(N1CCC3=CNC4=C3C=C(C=C4)O)C[C@@H]5[C@H]2[C@](N(C5)C(=O)C6=CC=CC=C6)(CC7=CC=C(C=C7)OC)C(=O)OC,Active,63,,,Inhibitor,5.0119,87.3533,,Complete curve; partial efficacy,-5.3,1.3437,0.9975,-81.3533,6,-1.2,0 0 0 0 0 0 0,-78.56,,,5.393,,7.565,,2.803,,4.764,,-17.93,,-61.02,,-78.56,QC'd by UPCMLD
9366,11111967,1433,CC(=NCC1=CC=CC(=C1)CN)N,Inactive,0,,,Inactive,,,,,,,,,,4,,18.07,31.92,9.524,-1.638,6.477,5.392,5.244,-11.83,-4.704,5.222,-0.6504,-10.28,-9.647,-0.1108,-4.788,18.07,QC'd by SigmaAldrich
